the_geom,OBJECTID,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.63853338994849 41.902246905245676),3830,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63853339,41.90224691,5259
POINT (-87.63831241391414 41.90225903612437),3831,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63831241,41.90225904,5260
POINT (-87.63809605440278 41.90226109364628),3832,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63809605,41.90226109,5261
POINT (-87.63775826810233 41.902238845367286),3833,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63775827,41.90223885,5262
POINT (-87.63776923128698 41.90247460471893),3834,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63776923,41.9024746,5263
POINT (-87.63810716373332 41.902483384808846),3835,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63810716,41.90248338,5264
POINT (-87.63831007708406 41.90247451226252),3836,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63831008,41.90247451,5265
POINT (-87.63852200326833 41.902465693892424),3837,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.638522,41.90246569,5266
POINT (-87.80030570823847 41.943379346271016),3838,SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR,-87.80030571,41.94337935,5267
POINT (-87.80029201233165 41.94318489973839),3839,SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR,-87.80029201,41.9431849,5268
POINT (-87.71634759149616 41.85024743705137),3840,SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,-87.71634759,41.85024744,5269
POINT (-87.71647818187812 41.850178196862416),3841,SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,-87.71647818,41.8501782,5270
POINT (-87.71661618923463 41.850238518434466),3842,SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,-87.71661619,41.85023852,5271
POINT (-87.65620621539489 41.79828481366901),3843,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65620622,41.79828481,5272
POINT (-87.65622300836691 41.79850407402428),3844,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65622301,41.79850407,5273
POINT (-87.6564809837597 41.7984936835448),3845,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65648098,41.79849368,5274
POINT (-87.65647366526491 41.79828162515738),3846,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65647367,41.79828163,5275
POINT (-87.63502691619716 41.79046074862951),3847,SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR,-87.63502692,41.79046075,5276
POINT (-87.63503505886686 41.79066823166592),3848,SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR,-87.63503506,41.79066823,5277
POINT (-87.7154074571773 41.911331729530964),3849,SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR,-87.71540746,41.91133173,5278
POINT (-87.71566215034835 41.911329981068185),3850,SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR,-87.71566215,41.91132998,5279
POINT (-87.66028171448134 41.88000696134239),3851,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66028171,41.88000696,5280
POINT (-87.66027795634119 41.87981827195274),3852,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66027796,41.87981827,5281
POINT (-87.66054575469828 41.87981412398697),3853,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66054575,41.87981412,5282
POINT (-87.66055525029181 41.880002846981505),3854,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66055525,41.88000285,5283
POINT (-87.63123321759943 41.71401234692236),3855,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.63123322,41.71401235,5284
POINT (-87.63124184637294 41.714195438671894),3856,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.63124185,41.71419544,5285
POINT (-87.63150390464163 41.71418908116416),3857,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.6315039,41.71418908,5286
POINT (-87.63150946561808 41.71400342271839),3858,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.63150947,41.71400342,5287
POINT (-87.66146411044167 41.93371266558789),3859,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66146411,41.93371267,5288
POINT (-87.66134624569521 41.933764747027794),3860,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66134625,41.93376475,5289
POINT (-87.66146998073347 41.93382668656003),3861,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66146998,41.93382669,5290
POINT (-87.66159076143428 41.93376617783315),3862,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66159076,41.93376618,5291
POINT (-87.64475385870941 41.90613882251044),3863,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64475386,41.90613882,5292
POINT (-87.64500419543808 41.906137941109186),3864,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.6450042,41.90613794,5293
POINT (-87.64474336236513 41.905780246404746),3865,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64474336,41.90578025,5294
POINT (-87.64473594716931 41.90558010210282),3866,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64473595,41.9055801,5295
POINT (-87.64500649023373 41.90577586916367),3867,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64500649,41.90577587,5296
POINT (-87.6450038434763 41.905576943706464),3868,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64500384,41.90557694,5297
POINT (-87.62826917634573 41.82710488697456),3869,STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,-87.62826918,41.82710489,5298
POINT (-87.6281972479208 41.82698414625905),3870,STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,-87.62819725,41.82698415,5299
POINT (-87.62828852477274 41.82679294132421),3871,STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,-87.62828852,41.82679294,5300
POINT (-87.62845307243884 41.82674511631919),3872,STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,-87.62845307,41.82674512,5301
POINT (-87.62852975231671 41.826868269257844),3873,STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,-87.62852975,41.82686827,5302
POINT (-87.62844337225096 41.82704878398341),3874,STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,-87.62844337,41.82704878,5303
POINT (-87.60996361582647 41.81843721555325),3875,SUMAC,1273,BASKETBALL BACKBOARD,OUTDOOR,-87.60996362,41.81843722,5304
POINT (-87.60995860312006 41.818249392688465),3876,SUMAC,1273,BASKETBALL BACKBOARD,OUTDOOR,-87.6099586,41.81824939,5305
POINT (-87.62803688570159 41.80831079570669),3877,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62803689,41.8083108,5306
POINT (-87.6280452755586 41.8085038042372),3878,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62804528,41.8085038,5307
POINT (-87.62832229834437 41.808502646168655),3879,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.6283223,41.80850265,5308
POINT (-87.62831108835645 41.80830533197441),3880,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62831109,41.80830533,5309
POINT (-87.62842651117316 41.808406806763166),3881,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62842651,41.80840681,5310
POINT (-87.65837869643904 41.8571943583601),3882,THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR,-87.6583787,41.85719436,5311
POINT (-87.65861432805119 41.857193087772664),3883,THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR,-87.65861433,41.85719309,5312
POINT (-87.60065701023265 41.77823099738561),3884,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60065701,41.778231,5313
POINT (-87.60066189055597 41.77836146931176),3885,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60066189,41.77836147,5314
POINT (-87.60091892577375 41.77836012990054),3886,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60091893,41.77836013,5315
POINT (-87.60091886609904 41.77822551917126),3887,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60091887,41.77822552,5316
POINT (-87.7349344184723 41.885292303265835),3888,TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR,-87.73493442,41.8852923,5317
POINT (-87.73490279948139 41.88547203216076),3889,TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR,-87.7349028,41.88547203,5318
POINT (-87.67954275840957 41.879443967522604),3890,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,-87.67954276,41.87944397,5319
POINT (-87.67928518043115 41.879446311982015),3891,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,-87.67928518,41.87944631,5320
POINT (-87.67928921397481 41.87967597514943),3892,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,-87.67928921,41.87967598,5321
POINT (-87.67137226005094 42.019914968056405),3963,WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,-87.67137226,42.01991497,5392
POINT (-87.6714186366608 42.01991523550569),3964,WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,-87.67141864,42.01991524,5393
POINT (-87.671660805448 42.019918553046445),3965,WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,-87.67166081,42.01991855,5394
POINT (-87.67623300767931 41.90787034074366),3966,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67623301,41.90787034,5395
POINT (-87.67634585288876 41.90793673354898),3967,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67634585,41.90793673,5396
POINT (-87.67643718604751 41.90786198069485),3968,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67643719,41.90786198,5397
POINT (-87.67633461250543 41.907788976151856),3969,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67633461,41.90778898,5398
POINT (-87.77926048927542 42.00703404505753),3970,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77926049,42.00703405,5399
POINT (-87.77943134581064 42.007036060762225),3971,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77943135,42.00703606,5400
POINT (-87.77949460611987 42.00692321605096),3972,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77949461,42.00692322,5401
POINT (-87.77932378088626 42.00691762720802),3973,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77932378,42.00691763,5402
POINT (-87.6290627510131 41.84313812742426),3974,WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR,-87.62906275,41.84313813,5403
POINT (-87.62933982050053 41.84311382222963),3975,WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR,-87.62933982,41.84311382,5404
POINT (-87.75894050109044 41.96386010609307),3976,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.7589405,41.96386011,5405
POINT (-87.75885008248413 41.963976854114115),3977,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.75885008,41.96397685,5406
POINT (-87.75895136725168 41.96407169294614),3978,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.75895137,41.96407169,5407
POINT (-87.7590467807542 41.96396735657039),3979,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.75904678,41.96396736,5408
POINT (-87.54334314675914 41.6985669447588),3980,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54334315,41.69856694,5409
POINT (-87.54344752980411 41.69866071064973),3981,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54344753,41.69866071,5410
POINT (-87.54334377411797 41.69876932892943),3982,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54334377,41.69876933,5411
POINT (-87.54324571181157 41.69866630201645),3983,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54324571,41.6986663,5412
POINT (-87.58382875264874 41.761783555968826),3984,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58382875,41.76178356,5413
POINT (-87.5838250119086 41.76159091354908),3985,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58382501,41.76159091,5414
POINT (-87.58457676185068 41.76211394319382),3986,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58457676,41.76211394,5415
POINT (-87.58489000068084 41.762102546357546),3987,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58489,41.76210255,5416
POINT (-87.58439919964327 41.76177682460611),3988,WOODHULL (ROSS),1073,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.5843992,41.76177682,5417
POINT (-87.66639360869843 41.927813978466936),3989,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66639361,41.92781398,5418
POINT (-87.66630841573857 41.92791402925447),3990,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66630842,41.92791403,5419
POINT (-87.66640158600029 41.928017628968945),3991,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66640159,41.92801763,5420
POINT (-87.66647331625498 41.927917500825544),3992,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66647332,41.9279175,5421
POINT (-87.66654744259732 41.927910390122705),3993,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66654744,41.92791039,5422
POINT (-87.66664273308693 41.927810397787866),3994,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66664273,41.9278104,5423
POINT (-87.66673264364007 41.92790392428231),3995,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66673264,41.92790392,5424
POINT (-87.66664061323371 41.928013990546326),3996,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66664061,41.92801399,5425
POINT (-87.6856745964671 41.92273782894471),3997,SENIOR CITIZENS MEML.,455,SHUFFLEBOARD,SPECIAL,-87.6856746,41.92273783,5426
POINT (-87.65615407011222 41.79924348454553),3998,SHERMAN (JOHN),7,HANDBALL/RACQUET (OUT),OUTDOOR,-87.65615407,41.79924348,5427
POINT (-87.64997578802019 41.97766713429043),3999,LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR,-87.64997579,41.97766713,5428
POINT (-87.65011428990438 41.977850904829396),4000,LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR,-87.65011429,41.9778509,5429
POINT (-87.761742274455 42.0006933404574),4001,EDGEBROOK,335,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.76174227,42.00069334,5430
POINT (-87.72365945220702 41.9747947562133),4002,FIELD (EUGENE),41,BASKETBALL COURT,OUTDOOR,-87.72365945,41.97479476,5431
POINT (-87.72365369318655 41.97486309199762),4003,FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR,-87.72365369,41.97486309,5432
POINT (-87.72365751951611 41.97472971349257),4004,FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR,-87.72365752,41.97472971,5433
POINT (-87.65762309082062 41.86469807774026),4005,FOSCO (PETER),1030,GYMNASIUM,INDOOR,-87.65762309,41.86469808,5434
POINT (-87.72339527236984 41.97469691075209),4006,FIELD (EUGENE),41,COMMUNITY GARDEN,OUTDOOR,-87.72339527,41.97469691,5435
POINT (-87.63492731269616 41.812154632736735),4007,FULLER (MELVILLE),4,GYMNASIUM,INDOOR,-87.63492731,41.81215463,5436
POINT (-87.63421449649691 41.81217251004251),4008,FULLER (MELVILLE),4,BOXING CENTER,INDOOR,-87.6342145,41.81217251,5437
POINT (-87.66142636215208 41.89667118117968),4009,ECKHART (BERNARD),208,BOXING CENTER,INDOOR,-87.66142636,41.89667118,5438
POINT (-87.68289056317084 41.79448239894478),4010,GAGE (GEORGE),22,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.68289056,41.7944824,5439
POINT (-87.6831111353563 41.792899739718166),4011,GAGE (GEORGE),22,ARTIFICIAL TURF FIELD,OUTDOOR,-87.68311114,41.79289974,5440
POINT (-87.6845974164116 41.793482696046816),4012,GAGE (GEORGE),22,GYMNASIUM,INDOOR,-87.68459742,41.7934827,5441
POINT (-87.71783114711528 41.87639776725102),4013,GARFIELD (JAMES),204,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.71783115,41.87639777,5442
POINT (-87.71675508420446 41.88325024963507),4014,GARFIELD (JAMES),204,CASTING PIER,OUTDOOR,-87.71675508,41.88325025,5443
POINT (-87.71774404453005 41.875612972190595),4015,GARFIELD (JAMES),204,SPRAY FEATURE,OUTDOOR,-87.71774404,41.87561297,5444
POINT (-87.60421497755404 41.70973181957012),4016,GATELY (JAMES),244,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.60421498,41.70973182,5445
POINT (-87.60353812592939 41.70892191492615),4017,GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR,-87.60353813,41.70892191,5446
POINT (-87.60380811772441 41.708914338391594),4018,GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR,-87.60380812,41.70891434,5447
POINT (-87.60381261101173 41.709022996108864),4019,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60381261,41.709023,5448
POINT (-87.60380532917675 41.708823558363605),4020,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60380533,41.70882356,5449
POINT (-87.60353315549 41.709024080334245),4021,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60353316,41.70902408,5450
POINT (-87.60353442421716 41.70882755553919),4022,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60353442,41.70882756,5451
POINT (-87.60042922886328 41.75580513398554),4023,GRAND CROSSING,15,GYMNASIUM,INDOOR,-87.60042923,41.75580513,5452
POINT (-87.6218617175277 41.87099473259351),4024,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62186172,41.87099473,5453
POINT (-87.62170707884341 41.87100099521945),4025,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62170708,41.871001,5454
POINT (-87.62155259913321 41.87099281714309),4026,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.6215526,41.87099282,5455
POINT (-87.62134974024077 41.870991559676874),4027,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62134974,41.87099156,5456
POINT (-87.6211662816298 41.870983201419456),4028,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62116628,41.8709832,5457
POINT (-87.62100182252796 41.87100384367584),4029,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62100182,41.87100384,5458
POINT (-87.69669668582345 41.96930903053392),4030,GROSS,1031,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69669669,41.96930903,5459
POINT (-87.72295478195669 41.97526430221201),4031,FIELD (EUGENE),41,WETLAND AREA,OUTDOOR,-87.72295478,41.9752643,5460
POINT (-87.73142466032226 41.97391263871934),4032,GOMPERS (SAMUEL),40,LAGOON,OUTDOOR,-87.73142466,41.97391264,5461
POINT (-87.72904633874498 41.97518842061942),4033,GOMPERS (SAMUEL),40,WETLAND AREA,OUTDOOR,-87.72904634,41.97518842,5462
POINT (-87.69516960227537 41.92510200600699),4034,HAAS (JOSEPH),1032,GYMNASIUM,INDOOR,-87.6951696,41.92510201,5463
POINT (-87.69516822400271 41.92524030776265),4035,HAAS (JOSEPH),1032,FITNESS CENTER,INDOOR,-87.69516822,41.92524031,5464
POINT (-87.69702513256271 41.95207033396504),12550,CALIFORNIA,189,ICESKATING,INDOOR,-87.69702513,41.95207033,5768
POINT (-87.77992693483098 41.78944392214771),12551,WENTWORTH (JOHN),238,ICESKATING,OUTDOOR,-87.77992693,41.78944392,5767
POINT (-87.63868603106414 41.762817919907995),4038,HAMILTON (ALEXANDER),9,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.63868603,41.76281792,5467
POINT (-87.63824302314968 41.76258339367716),4039,HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR,-87.63824302,41.76258339,5468
POINT (-87.63824414097499 41.76247982136656),4040,HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR,-87.63824414,41.76247982,5469
POINT (-87.63739710763754 41.7628383422784),4041,HAMILTON (ALEXANDER),9,GYMNASIUM,INDOOR,-87.63739711,41.76283834,5470
POINT (-87.67972797764594 41.937499435225014),4042,HAMLIN (HANNIBAL),106,GYMNASIUM,INDOOR,-87.67972798,41.93749944,5471
POINT (-87.67986736414609 41.93734333127196),4043,HAMLIN (HANNIBAL),106,BOXING CENTER,INDOOR,-87.67986736,41.93734333,5472
POINT (-87.67183095975467 41.85669912658347),4044,HARRISON (CARTER),213,GYMNASIUM,INDOOR,-87.67183096,41.85669913,5473
POINT (-87.67185307858824 41.856888176041465),4045,HARRISON (CARTER),213,BOXING CENTER,INDOOR,-87.67185308,41.85688818,5474
POINT (-87.67167929827359 41.85681970227833),4046,HARRISON (CARTER),213,FITNESS CENTER,INDOOR,-87.6716793,41.8568197,5475
POINT (-87.82829114581577 41.943313578136),4047,HIAWATHA,229,HORSESHOE COURT,OUTDOOR,-87.82829115,41.94331358,5476
POINT (-87.8282425093354 41.94331336418769),4048,HIAWATHA,229,HORSESHOE COURT,OUTDOOR,-87.82824251,41.94331336,5477
POINT (-87.68491045920864 41.92173246534574),4049,HOLSTEIN,203,GYMNASIUM,INDOOR,-87.68491046,41.92173247,5478
POINT (-87.69711786928816 41.95693540295182),4050,HORNER (HENRY),228,BASEBALL SR,OUTDOOR,-87.69711787,41.9569354,5479
POINT (-87.69629814536277 41.95735600400388),4051,HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69629815,41.957356,5480
POINT (-87.6962821681944 41.95636068719728),4052,HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69628217,41.95636069,5481
POINT (-87.67861702067678 41.83199604612047),4053,HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR,-87.67861702,41.83199605,5482
POINT (-87.67856691240601 41.83199738921966),4054,HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR,-87.67856691,41.83199739,5483
POINT (-87.57313559532822 41.777151658147275),4055,JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR,-87.5731356,41.77715166,5484
POINT (-87.57801492774513 41.77818735227246),4056,JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR,-87.57801493,41.77818735,5485
POINT (-87.57942449291903 41.787770635306984),4057,JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR,-87.57942449,41.78777064,5486
POINT (-87.57630515096298 41.78195297348383),4058,JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,-87.57630515,41.78195297,5487
POINT (-87.57647930801505 41.7818664561857),4059,JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,-87.57647931,41.78186646,5488
POINT (-87.57621220536794 41.78184563836218),4060,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57621221,41.78184564,5489
POINT (-87.57640312117228 41.78206605798487),4061,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57640312,41.78206606,5490
POINT (-87.57656964051425 41.78197949022804),4062,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57656964,41.78197949,5491
POINT (-87.57638636225029 41.78175912120199),4063,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57638636,41.78175912,5492
POINT (-87.58319263998908 41.773543060207246),4064,JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,-87.58319264,41.77354306,5493
POINT (-87.5820608389752 41.7794078018409),4065,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.58206084,41.7794078,5494
POINT (-87.58311361377262 41.77974901761429),4066,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.58311361,41.77974902,5495
POINT (-87.58359153579221 41.77893668435582),4067,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.58359154,41.77893668,5496
POINT (-87.72137542870873 41.96616383633567),4068,JENSEN (CHRIST),82,GYMNASIUM,INDOOR,-87.72137543,41.96616384,5497
POINT (-87.69371458060576 41.81808703783775),4069,KELLY (EDWARD),260,BASKETBALL COURT,OUTDOOR,-87.69371458,41.81808704,5498
POINT (-87.73810971687209 41.929114482474),4070,KELVYN (WILLIAM),126,GYMNASIUM,INDOOR,-87.73810972,41.92911448,5499
POINT (-87.59740578062771 41.814320144358874),4072,KENNICOTT (JONATHAN),485,GYMNASIUM,INDOOR,-87.59740578,41.81432014,5500
POINT (-87.73857472799436 41.94356245555995),4073,KILBOURN,84,TRACK,OUTDOOR,-87.73857473,41.94356246,5501
